"DOClass"	"Disease"	"DiseaseClass"	"EvidenceIndexGDA"	"EvidenceLevelGDA"	"FirstRef"	"Gene"	"GeneDPI"	"GeneDSI"	"GeneFullName"	"GenePLI"	"HPOClass"	"LastRef"	"NumDiseasesAssociatedToGene"	"NumGenesDisease"	"NumPMIDs"	"NumVariantsAssociatedToGene"	"NumVariantsDisease"	"NumVariantsGDA"	"PathwayIDs"	"PathwayNames"	"ProteinClass"	"ScoreGDA"	"SemanticType"	"Type"	"UnitProt"	"diseaseUMLSCUI"	"geneEnsemblIDs"	"geneNcbiID"	"geneNcbiType"	"numCTs"	"numChemsIncludedInEvidences"	"numPMIDSWithChemsIncludedInEvidences"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2013"	"GPBAR1"	"0.75"	"0.52"	"G protein-coupled bile acid receptor 1"	"7.3985E-7"	""	"2013"	"2"	"78"	"1"	"2"	"0"	"0"	"R-HSA-162582"	"Signal Transduction"	"G-protein coupled receptor"	"0.4"	"Disease or Syndrome (T047)"	"disease"	"Q8TDU6"	"C0156147"	"ENSG00000179921"	"151306"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2022"	"SDF2L1"	"0.5"	"0.77"	"stromal cell derived factor 2 like 1"	"3.0371E-8"	""	"2022"	"3"	"78"	"1"	"1"	"0"	"0"	""	""	""	"0.4"	"Disease or Syndrome (T047)"	"disease"	"Q9HCN8"	"C0156147"	"ENSG00000128228"	"23753"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2022"	"HGFAC"	"0.71"	"0.61"	"HGF activator"	"3.8592E-33"	""	"2022"	"2"	"78"	"1"	"11"	"0"	"0"	"R-HSA-162582"	"Signal Transduction"	"Enzyme"	"0.4"	"Disease or Syndrome (T047)"	"disease"	"D6RAR4,Q04756"	"C0156147"	"ENSG00000109758"	"3083"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2007"	"CIBAR2"	"0.13"	"0.85"	"CBY1 interacting BAR domain containing 2"	"4.2441E-11"	""	"2007"	"1"	"78"	"1"	"1"	"0"	"0"	""	""	""	"0.4"	"Disease or Syndrome (T047)"	"disease"	"A0A1X7SC74,Q6ZTR7"	"C0156147"	"ENSG00000153789"	"339145"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2010"	"IGF1"	"0.92"	"0.29"	"insulin like growth factor 1"	"0.75878"	""	"2010"	"71"	"78"	"1"	"118"	"0"	"0"	"R-HSA-109582,R-HSA-162582,R-HSA-392499"	"Hemostasis,Signal Transduction,Metabolism of proteins"	""	"0.4"	"Disease or Syndrome (T047)"	"disease"	"Q5U743,Q59GC5,Q13429,P05019"	"C0156147"	"ENSG00000017427"	"3479"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2008"	"IL12B"	"0.96"	"0.34"	"interleukin 12B"	"4.3903E-7"	""	"2008"	"29"	"78"	"1"	"93"	"0"	"0"	"R-HSA-168256"	"Immune System"	"Signaling"	"0.4"	"Disease or Syndrome (T047)"	"disease"	"P29460"	"C0156147"	"ENSG00000113302"	"3593"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2011"	"LEP"	"0.92"	"0.32"	"leptin"	"0.0070036"	""	"2011"	"61"	"78"	"1"	"66"	"0"	"0"	"R-HSA-1266738,R-HSA-162582,R-HSA-392499"	"Developmental Biology,Signal Transduction,Metabolism of proteins"	""	"0.4"	"Disease or Syndrome (T047)"	"disease"	"A4D0Y8,P41159"	"C0156147"	"ENSG00000174697"	"3952"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2022"	"PTAFR"	"0.71"	"0.56"	"platelet activating factor receptor"	"0.025449"	""	"2022"	"2"	"78"	"1"	"1"	"0"	"0"	"R-HSA-162582,R-HSA-168256"	"Signal Transduction,Immune System"	"G-protein coupled receptor"	"0.4"	"Disease or Syndrome (T047)"	"disease"	"A8K7N8,P25105"	"C0156147"	"ENSG00000169403"	"5724"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2010"	"TYK2"	"0.83"	"0.48"	"tyrosine kinase 2"	"1.4894E-7"	""	"2010"	"21"	"78"	"1"	"365"	"0"	"0"	"R-HSA-162582,R-HSA-1643685,R-HSA-168256"	"Signal Transduction,Disease,Immune System"	"Kinase"	"0.4"	"Disease or Syndrome (T047)"	"disease"	"P29597"	"C0156147"	"ENSG00000105397"	"7297"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2007"	"PHOX2B"	"0.75"	"0.53"	"paired like homeobox 2B"	"0.99225"	""	"2007"	"12"	"78"	"1"	"326"	"0"	"0"	""	""	""	"0.4"	"Disease or Syndrome (T047)"	"disease"	"Q99453"	"C0156147"	"ENSG00000109132"	"8929"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2022"	"CCR7"	"0.83"	"0.43"	"C-C motif chemokine receptor 7"	"0.39441"	""	"2022"	"4"	"78"	"1"	"0"	"0"	"0"	"R-HSA-162582"	"Signal Transduction"	"G-protein coupled receptor"	"0.4"	"Disease or Syndrome (T047)"	"disease"	"P32248,J3KSS9,A0N0Q0"	"C0156147"	"ENSG00000126353"	"1236"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2001"	"CRP"	"0.96"	"0.25"	"C-reactive protein"	"5.414E-4"	""	"2001"	"65"	"78"	"1"	"1"	"0"	"0"	"R-HSA-168256"	"Immune System"	""	"0.4"	"Disease or Syndrome (T047)"	"disease"	"P02741"	"C0156147"	"ENSG00000132693"	"1401"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2008"	"CCNY"	"0.63"	"0.66"	"cyclin Y"	"0.028423"	""	"2008"	"3"	"78"	"1"	"4"	"0"	"0"	""	""	""	"0.4"	"Disease or Syndrome (T047)"	"disease"	"B7Z8E4,Q8ND76"	"C0156147"	"ENSG00000108100"	"219771"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2011"	"FPR2"	"0.88"	"0.53"	"formyl peptide receptor 2"	"0.07871"	""	"2011"	"2"	"78"	"1"	"0"	"0"	"0"	"R-HSA-162582,R-HSA-168256"	"Signal Transduction,Immune System"	"G-protein coupled receptor"	"0.4"	"Disease or Syndrome (T047)"	"disease"	"P25090"	"C0156147"	"ENSG00000171049"	"2358"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2007"	"TLR4"	"0.92"	"0.33"	"toll like receptor 4"	"4.0578E-4"	""	"2007"	"88"	"78"	"1"	"4"	"0"	"0"	""	""	""	"0.4"	"Disease or Syndrome (T047)"	"disease"	"O00206"	"C0156147"	"ENSG00000136869"	"7099"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2010"	"VTN"	"0.88"	"0.48"	"vitronectin"	"6.2818E-14"	""	"2010"	"7"	"78"	"1"	"2"	"0"	"0"	"R-HSA-1474244,R-HSA-168256"	"Extracellular matrix organization,Immune System"	""	"0.4"	"Disease or Syndrome (T047)"	"disease"	"D9ZGG2,P04004"	"C0156147"	"ENSG00000109072"	"7448"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2022"	"ATG4C"	"0.58"	"0.68"	"autophagy related 4C cysteine peptidase"	"8.6097E-12"	""	"2022"	"1"	"78"	"1"	"0"	"0"	"0"	"R-HSA-9612973"	"Autophagy"	"Enzyme"	"0.4"	"Disease or Syndrome (T047)"	"disease"	"Q96DT6,A0A384MTY5"	"C0156147"	"ENSG00000125703"	"84938"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2010"	"DENND1B"	"0.75"	"0.65"	"DENN domain containing 1B"	"5.6527E-6"	""	"2010"	"4"	"78"	"1"	"19"	"0"	"0"	"R-HSA-5653656"	"Vesicle-mediated transport"	""	"0.4"	"Disease or Syndrome (T047)"	"disease"	"Q6P3S1"	"C0156147"	"ENSG00000213047"	"163486"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2010"	"DNMT3A"	"0.92"	"0.4"	"DNA methyltransferase 3 alpha"	"2.8201E-146"	""	"2010"	"54"	"78"	"1"	"146"	"0"	"0"	"R-HSA-1643685,R-HSA-392499,R-HSA-4839726,R-HSA-74160"	"Disease,Metabolism of proteins,Chromatin organization,Gene expression (Transcription)"	""	"0.4"	"Disease or Syndrome (T047)"	"disease"	"Q9Y6K1,A0A0C4DG02,Q59HC6,F8WE91"	"C0156147"	"ENSG00000119772"	"1788"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2010"	"IL2RA"	"0.92"	"0.38"	"interleukin 2 receptor subunit alpha"	"5.1734E-6"	""	"2010"	"29"	"78"	"1"	"165"	"0"	"0"	"R-HSA-162582,R-HSA-168256,R-HSA-74160"	"Signal Transduction,Immune System,Gene expression (Transcription)"	"Receptor"	"0.4"	"Disease or Syndrome (T047)"	"disease"	"P01589,H0Y5Z0,Q5W005"	"C0156147"	"ENSG00000134460"	"3559"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2008"	"MST1"	"0.83"	"0.47"	"macrophage stimulating 1"	"1.3718E-20"	""	"2008"	"7"	"78"	"1"	"4"	"0"	"0"	"R-HSA-162582"	"Signal Transduction"	"Enzyme"	"0.4"	"Disease or Syndrome (T047)"	"disease"	"G3XAK1,Q53GN8,P26927"	"C0156147"	"ENSG00000173531"	"4485"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2010"	"BACH2"	"0.83"	"0.54"	"BTB domain and CNC homolog 2"	"1.0"	""	"2010"	"7"	"78"	"1"	"46"	"0"	"0"	""	""	""	"0.4"	"Disease or Syndrome (T047)"	"disease"	"Q9BYV9"	"C0156147"	"ENSG00000112182"	"60468"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2011"	"CCL2"	"0.92"	"0.31"	"C-C motif chemokine ligand 2"	"0.098507"	""	"2011"	"104"	"78"	"1"	"2"	"0"	"0"	"R-HSA-162582,R-HSA-168256,R-HSA-8953897"	"Signal Transduction,Immune System,Cellular responses to stimuli"	"Signaling"	"0.4"	"Disease or Syndrome (T047)"	"disease"	"P13500"	"C0156147"	"ENSG00000108691"	"6347"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	""	""	""	"FCGR3A"	"0.88"	"0.42"	"Fc gamma receptor IIIa"	"4.2079E-4"	""	""	"32"	"78"	"0"	"5"	"0"	"0"	"R-HSA-1643685,R-HSA-168256"	"Disease,Immune System"	"Cell adhesion"	"0.4"	"Disease or Syndrome (T047)"	"disease"	"P08637,H0Y755"	"C0156147"	"ENSG00000203747"	"2214"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	""	""	""	"HFE"	"0.88"	"0.41"	"homeostatic iron regulator"	"9.9398E-10"	""	""	"74"	"78"	"0"	"94"	"0"	"0"	"R-HSA-382551"	"Transport of small molecules"	""	"0.4"	"Disease or Syndrome (T047)"	"disease"	"B4DV50,F8W7W8,Q30201"	"C0156147"	"ENSG00000010704"	"3077"	"protein-coding"	"0"	"0"	"0"
