"DOClass"	"Disease"	"DiseaseClass"	"EvidenceIndexGDA"	"EvidenceLevelGDA"	"FirstRef"	"Gene"	"GeneDPI"	"GeneDSI"	"GeneFullName"	"GenePLI"	"HPOClass"	"LastRef"	"NumDiseasesAssociatedToGene"	"NumGenesDisease"	"NumPMIDs"	"NumVariantsAssociatedToGene"	"NumVariantsDisease"	"NumVariantsGDA"	"PathwayIDs"	"PathwayNames"	"ProteinClass"	"ScoreGDA"	"SemanticType"	"Type"	"UnitProt"	"diseaseUMLSCUI"	"geneEnsemblIDs"	"geneNcbiID"	"geneNcbiType"	"numCTs"	"numChemsIncludedInEvidences"	"numPMIDSWithChemsIncludedInEvidences"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"0.9"	""	""	"SETD2"	"0.88"	"0.48"	"SET domain containing 2, histone lysine methyltransferase"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"38"	"280"	"0"	"319"	"238"	"0"	"R-HSA-4839726"	"Chromatin organization"	"Epigenetic regulator"	"0.75"	"Neoplastic Process (T191)"	"disease"	"Q9BYW2"	"C0152013"	"ENSG00000181555"	"29072"	"protein-coding"	"0"	"2"	"2"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"0.96"	""	""	"ERBB3"	"0.88"	"0.4"	"erb-b2 receptor tyrosine kinase 3"	"2.4388E-16"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"21"	"280"	"0"	"26"	"238"	"0"	"R-HSA-162582,R-HSA-1643685"	"Signal Transduction,Disease"	"Kinase"	"0.75"	"Neoplastic Process (T191)"	"disease"	"P21860"	"C0152013"	"ENSG00000065361"	"2065"	"protein-coding"	"0"	"8"	"8"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"RAF1"	"0.88"	"0.41"	"Raf-1 proto-oncogene, serine/threonine kinase"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"40"	"280"	"0"	"297"	"238"	"0"	"R-HSA-109582,R-HSA-162582,R-HSA-1643685,R-HSA-168256,R-HSA-382551"	"Hemostasis,Signal Transduction,Disease,Immune System,Transport of small molecules"	"Kinase"	"0.75"	"Neoplastic Process (T191)"	"disease"	"P04049,A0A0S2Z4L5,L7RRS6"	"C0152013"	"ENSG00000132155"	"5894"	"protein-coding"	"0"	"5"	"5"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"JAK2"	"0.88"	"0.36"	"Janus kinase 2"	"2.2125E-6"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"62"	"280"	"0"	"28"	"238"	"0"	"R-HSA-109582,R-HSA-162582,R-HSA-1640170,R-HSA-1643685,R-HSA-168256,R-HSA-4839726"	"Hemostasis,Signal Transduction,Cell Cycle,Disease,Immune System,Chromatin organization"	"Kinase"	"0.75"	"Neoplastic Process (T191)"	"disease"	"B4DYV1,A8K910,O60674"	"C0152013"	"ENSG00000096968"	"3717"	"protein-coding"	"0"	"4"	"4"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"KDR"	"0.92"	"0.36"	"kinase insert domain receptor"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"62"	"280"	"0"	"23"	"238"	"0"	"R-HSA-1474244,R-HSA-162582,R-HSA-1643685,R-HSA-8953897"	"Extracellular matrix organization,Signal Transduction,Disease,Cellular responses to stimuli"	"Kinase"	"0.75"	"Neoplastic Process (T191)"	"disease"	"P35968"	"C0152013"	"ENSG00000128052"	"3791"	"protein-coding"	"1"	"4"	"3"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"0.8823529411764706"	""	""	"LRP1B"	"0.88"	"0.29"	"LDL receptor related protein 1B"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"26"	"280"	"0"	"73"	"238"	"0"	""	""	""	"0.75"	"Neoplastic Process (T191)"	"disease"	"Q9NZR2"	"C0152013"	"ENSG00000168702"	"53353"	"protein-coding"	"0"	"5"	"4"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"0.9555555555555556"	""	""	"KEAP1"	"0.88"	"0.46"	"kelch like ECH associated protein 1"	"0.08516"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"19"	"280"	"0"	"3"	"238"	"0"	"R-HSA-1643685,R-HSA-168256,R-HSA-392499,R-HSA-8953897"	"Disease,Immune System,Metabolism of proteins,Cellular responses to stimuli"	""	"0.75"	"Neoplastic Process (T191)"	"disease"	"Q14145"	"C0152013"	"ENSG00000079999"	"9817"	"protein-coding"	"0"	"4"	"3"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"DDR2"	"0.83"	"0.49"	"discoidin domain receptor tyrosine kinase 2"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"21"	"280"	"7"	"86"	"238"	"0"	"R-HSA-1474244"	"Extracellular matrix organization"	"Kinase"	"0.7"	"Neoplastic Process (T191)"	"disease"	"Q16832"	"C0152013"	"ENSG00000162733"	"4921"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"FLT1"	"0.88"	"0.4"	"fms related receptor tyrosine kinase 1"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"21"	"280"	"6"	"28"	"238"	"1"	"R-HSA-162582"	"Signal Transduction"	"Kinase"	"0.7"	"Neoplastic Process (T191)"	"disease"	"P17948,L7RSL3"	"C0152013"	"ENSG00000102755"	"2321"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"PTCH1"	"0.88"	"0.39"	"patched 1"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"73"	"280"	"6"	"1654"	"238"	"1"	""	""	""	"0.7"	"Neoplastic Process (T191)"	"disease"	"Q13635"	"C0152013"	"ENSG00000185920"	"5727"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"PTPN13"	"0.88"	"0.54"	"protein tyrosine phosphatase non-receptor type 13"	"1.2302E-27"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"11"	"280"	"0"	"7"	"238"	"0"	"R-HSA-1430728,R-HSA-162582,R-HSA-168256"	"Metabolism,Signal Transduction,Immune System"	""	"0.7"	"Neoplastic Process (T191)"	"disease"	"Q12923"	"C0152013"	"ENSG00000163629"	"5783"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"CYP24A1"	"0.83"	"0.46"	"cytochrome P450 family 24 subfamily A member 1"	"1.1932E-17"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"33"	"280"	"0"	"93"	"238"	"0"	"R-HSA-1430728,R-HSA-1643685"	"Metabolism,Disease"	"Enzyme"	"0.7"	"Neoplastic Process (T191)"	"disease"	"Q07973"	"C0152013"	"ENSG00000019186"	"1591"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"PRKN"	"0.88"	"0.41"	"parkin RBR E3 ubiquitin protein ligase"	"2.8177E-15"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"33"	"280"	"5"	"162"	"238"	"0"	""	""	"Enzyme"	"0.65"	"Neoplastic Process (T191)"	"disease"	"O60260,X5DR79"	"C0152013"	"ENSG00000185345"	"5071"	"protein-coding"	"0"	"2"	"2"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"0.875"	""	"2010"	"SOD2"	"0.96"	"0.37"	"superoxide dismutase 2"	"0.032187"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2010"	"191"	"280"	"1"	"5"	"238"	"0"	"R-HSA-1643685,R-HSA-168256,R-HSA-1852241,R-HSA-74160,R-HSA-8953897"	"Disease,Immune System,Organelle biogenesis and maintenance,Gene expression (Transcription),Cellular responses to stimuli"	"Enzyme"	"0.65"	"Neoplastic Process (T191)"	"disease"	"P04179,Q96AM7,Q9UG59,G5E9P6,A0A384NL29"	"C0152013"	"ENSG00000291237"	"6648"	"protein-coding"	"0"	"2"	"2"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"0.8571428571428571"	""	"2016"	"TPI1"	"0.83"	"0.52"	"triosephosphate isomerase 1"	"0.87357"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"20"	"280"	"1"	"40"	"238"	"0"	"R-HSA-1430728"	"Metabolism"	"Enzyme"	"0.65"	"Neoplastic Process (T191)"	"disease"	"V9HWK1,Q53HE2,P60174"	"C0152013"	"ENSG00000111669"	"7167"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2021"	"NCAPG"	"0.46"	"0.61"	"non-SMC condensin I complex subunit G"	"1.5633E-5"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2021"	"5"	"280"	"1"	"6"	"238"	"0"	"R-HSA-1640170"	"Cell Cycle"	""	"0.65"	"Neoplastic Process (T191)"	"disease"	"Q9BPX3"	"C0152013"	"ENSG00000109805"	"64151"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"GPI"	"0.88"	"0.43"	"glucose-6-phosphate isomerase"	"3.0084E-10"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"12"	"280"	"1"	"46"	"238"	"0"	"R-HSA-1430728,R-HSA-168256,R-HSA-74160"	"Metabolism,Immune System,Gene expression (Transcription)"	"Enzyme"	"0.65"	"Neoplastic Process (T191)"	"disease"	"B4DE36,A0A2U3TZU2,P06744"	"C0152013"	"ENSG00000105220"	"2821"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2010"	"FOXO3"	"0.88"	"0.43"	"forkhead box O3"	"0.99997"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2010"	"8"	"280"	"1"	"24"	"238"	"0"	"R-HSA-1266738,R-HSA-162582,R-HSA-1643685,R-HSA-168256,R-HSA-74160,R-HSA-8953897"	"Developmental Biology,Signal Transduction,Disease,Immune System,Gene expression (Transcription),Cellular responses to stimuli"	""	"0.65"	"Neoplastic Process (T191)"	"disease"	"A0A856PRE8,O43524"	"C0152013"	"ENSG00000118689"	"2309"	"protein-coding"	"0"	"4"	"3"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"XRCC6"	"0.79"	"0.53"	"X-ray repair cross complementing 6"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"2"	"280"	"1"	"3"	"238"	"0"	"R-HSA-1643685,R-HSA-168256,R-HSA-73894"	"Disease,Immune System,DNA Repair"	"Enzyme"	"0.65"	"Neoplastic Process (T191)"	"disease"	"P12956,B4E356,B4DE32,B1AHC9"	"C0152013"	"ENSG00000196419"	"2547"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"0.8"	""	"2015"	"HRAS"	"0.88"	"0.35"	"HRas proto-oncogene, GTPase"	"0.017176"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2015"	"83"	"280"	"1"	"178"	"238"	"0"	"R-HSA-109582,R-HSA-112316,R-HSA-1266738,R-HSA-162582,R-HSA-1643685,R-HSA-168256"	"Hemostasis,Neuronal System,Developmental Biology,Signal Transduction,Disease,Immune System"	"Enzyme modulator"	"0.65"	"Neoplastic Process (T191)"	"disease"	"X5D945,P01112"	"C0152013"	"ENSG00000174775"	"3265"	"protein-coding"	"0"	"6"	"4"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2014"	"TNFSF10"	"0.88"	"0.42"	"TNF superfamily member 10"	"0.020246"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2014"	"31"	"280"	"1"	"3"	"238"	"0"	""	""	"Signaling"	"0.65"	"Neoplastic Process (T191)"	"disease"	"P50591,Q6IBA9"	"C0152013"	"ENSG00000121858"	"8743"	"protein-coding"	"0"	"3"	"2"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"MRE11"	"0.83"	"0.51"	"MRE11 homolog, double strand break repair nuclease"	"2.4959E-10"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"33"	"280"	"1"	"775"	"238"	"0"	"R-HSA-1474165,R-HSA-1640170,R-HSA-1643685,R-HSA-168256,R-HSA-73894,R-HSA-74160,R-HSA-8953897"	"Reproduction,Cell Cycle,Disease,Immune System,DNA Repair,Gene expression (Transcription),Cellular responses to stimuli"	""	"0.65"	"Neoplastic Process (T191)"	"disease"	"F8W7U8,Q05D78,P49959"	"C0152013"	"ENSG00000020922"	"4361"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"MSH2"	"0.92"	"0.39"	"mutS homolog 2"	"4.4059E-6"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"56"	"280"	"0"	"2591"	"238"	"0"	"R-HSA-1643685,R-HSA-73894,R-HSA-74160"	"Disease,DNA Repair,Gene expression (Transcription)"	"Nucleic acid binding"	"0.65"	"Neoplastic Process (T191)"	"disease"	"P43246"	"C0152013"	"ENSG00000095002"	"4436"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"ADAM28"	"0.83"	"0.56"	"ADAM metallopeptidase domain 28"	"1.3536E-25"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"9"	"280"	"0"	"6"	"238"	"0"	""	""	"Enzyme"	"0.65"	"Neoplastic Process (T191)"	"disease"	"Q9UKQ2,A0A384NKT9"	"C0152013"	"ENSG00000042980"	"10863"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"RARB"	"0.88"	"0.43"	"retinoic acid receptor beta"	"0.99401"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"22"	"280"	"0"	"66"	"238"	"0"	""	""	"Nuclear receptor"	"0.65"	"Neoplastic Process (T191)"	"disease"	"Q86UC5,Q3SB16,A0A8I5KWP3,F1D8S6,P10826,Q5QHG3"	"C0152013"	"ENSG00000077092"	"5915"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"0.8571428571428571"	""	""	"XRCC1"	"0.88"	"0.43"	"X-ray repair cross complementing 1"	"2.1913E-10"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"95"	"280"	"0"	"10"	"238"	"0"	"R-HSA-73894"	"DNA Repair"	""	"0.65"	"Neoplastic Process (T191)"	"disease"	"Q59HH7,P18887,B2RCY5"	"C0152013"	"ENSG00000073050"	"7515"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"MAPK14"	"0.88"	"0.38"	"mitogen-activated protein kinase 14"	"0.90485"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"29"	"280"	"0"	"10"	"238"	"1"	""	""	"Kinase"	"0.65"	"Neoplastic Process (T191)"	"disease"	"L7RSM2,B4E0K5,Q16539"	"C0152013"	"ENSG00000112062"	"1432"	"protein-coding"	"0"	"5"	"4"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"EPHA3"	"0.79"	"0.53"	"EPH receptor A3"	"0.79379"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"13"	"280"	"0"	"8"	"238"	"0"	"R-HSA-1266738"	"Developmental Biology"	"Kinase"	"0.65"	"Neoplastic Process (T191)"	"disease"	"Q6P4R6,P29320,A0A140VJJ0"	"C0152013"	"ENSG00000044524"	"2042"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"ATR"	"0.92"	"0.45"	"ATR serine/threonine kinase"	"1.017E-7"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"25"	"280"	"0"	"271"	"238"	"0"	"R-HSA-1474165,R-HSA-1640170,R-HSA-1643685,R-HSA-73894,R-HSA-74160,R-HSA-8953897"	"Reproduction,Cell Cycle,Disease,DNA Repair,Gene expression (Transcription),Cellular responses to stimuli"	"Kinase"	"0.65"	"Neoplastic Process (T191)"	"disease"	"Q13535"	"C0152013"	"ENSG00000175054"	"545"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"CDKN2B"	"0.92"	"0.42"	"cyclin dependent kinase inhibitor 2B"	"5.5537E-4"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"28"	"280"	"0"	"9"	"238"	"2"	"R-HSA-162582,R-HSA-1640170,R-HSA-74160,R-HSA-8953897"	"Signal Transduction,Cell Cycle,Gene expression (Transcription),Cellular responses to stimuli"	""	"0.65"	"Neoplastic Process (T191)"	"disease"	"K7PPU3,P42772"	"C0152013"	"ENSG00000147883"	"1030"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"MCL1"	"0.92"	"0.42"	"MCL1 apoptosis regulator, BCL2 family member"	"0.9974"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"17"	"280"	"0"	"6"	"238"	"0"	"R-HSA-1643685,R-HSA-168256"	"Disease,Immune System"	"Signaling"	"0.65"	"Neoplastic Process (T191)"	"disease"	"C8YZ26,Q07820,A0A087WT64"	"C0152013"	"ENSG00000143384"	"4170"	"protein-coding"	"0"	"3"	"2"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"NTRK2"	"0.92"	"0.44"	"neurotrophic receptor tyrosine kinase 2"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"43"	"280"	"0"	"26"	"238"	"0"	"R-HSA-162582,R-HSA-1643685"	"Signal Transduction,Disease"	"Kinase"	"0.65"	"Neoplastic Process (T191)"	"disease"	"Q548C2,Q16620,Q5VWE5,A0A8I5KR47"	"C0152013"	"ENSG00000148053"	"4915"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"MLH1"	"0.88"	"0.39"	"mutL homolog 1"	"8.378E-4"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"42"	"280"	"6"	"2048"	"238"	"0"	"R-HSA-1474165,R-HSA-1640170,R-HSA-1643685,R-HSA-73894,R-HSA-74160"	"Reproduction,Cell Cycle,Disease,DNA Repair,Gene expression (Transcription)"	"Nucleic acid binding"	"0.6"	"Neoplastic Process (T191)"	"disease"	"P40692,Q59EG3,H0Y818"	"C0152013"	"ENSG00000076242"	"4292"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"NLRP3"	"0.88"	"0.37"	"NLR family pyrin domain containing 3"	"9.3769E-6"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"37"	"280"	"6"	"301"	"238"	"0"	"R-HSA-1643685,R-HSA-168256,R-HSA-392499,R-HSA-8953897"	"Disease,Immune System,Metabolism of proteins,Cellular responses to stimuli"	""	"0.6"	"Neoplastic Process (T191)"	"disease"	"A0A7I2R3P8,Q96P20"	"C0152013"	"ENSG00000162711"	"114548"	"protein-coding"	"0"	"2"	"2"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"FGF10"	"0.79"	"0.49"	"fibroblast growth factor 10"	"0.99903"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"12"	"280"	"6"	"33"	"238"	"0"	"R-HSA-1266738,R-HSA-162582,R-HSA-1643685"	"Developmental Biology,Signal Transduction,Disease"	"Signaling"	"0.6"	"Neoplastic Process (T191)"	"disease"	"A0A7U3JW18,O15520"	"C0152013"	"ENSG00000070193"	"2255"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"APC"	"0.88"	"0.37"	"APC regulator of WNT signaling pathway"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"118"	"280"	"6"	"5394"	"238"	"0"	""	""	""	"0.6"	"Neoplastic Process (T191)"	"disease"	"Q4LE70,P25054"	"C0152013"	"ENSG00000134982"	"324"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"PITX2"	"0.83"	"0.47"	"paired like homeodomain 2"	"0.99743"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"25"	"280"	"6"	"94"	"238"	"0"	""	""	""	"0.6"	"Neoplastic Process (T191)"	"disease"	"Q99697"	"C0152013"	"ENSG00000164093"	"5308"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"TLR4"	"0.92"	"0.33"	"toll like receptor 4"	"4.0578E-4"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"88"	"280"	"6"	"4"	"238"	"0"	""	""	""	"0.6"	"Neoplastic Process (T191)"	"disease"	"O00206"	"C0152013"	"ENSG00000136869"	"7099"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2010"	"ENO1"	"0.88"	"0.47"	"enolase 1"	"9.131E-8"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"23"	"280"	"2"	"1"	"238"	"0"	"R-HSA-1430728,R-HSA-1643685"	"Metabolism,Disease"	"Enzyme"	"0.6"	"Neoplastic Process (T191)"	"disease"	"P06733,A0A024R4F1"	"C0152013"	"ENSG00000074800"	"2023"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2011"	"MSH3"	"0.88"	"0.46"	"mutS homolog 3"	"1.244E-21"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2011"	"16"	"280"	"1"	"1049"	"238"	"0"	"R-HSA-1643685,R-HSA-73894"	"Disease,DNA Repair"	"Nucleic acid binding"	"0.6"	"Neoplastic Process (T191)"	"disease"	"P20585"	"C0152013"	"ENSG00000113318"	"4437"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"GAPDH"	"0.88"	"0.45"	"glyceraldehyde-3-phosphate dehydrogenase"	"0.18849"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"17"	"280"	"1"	"0"	"238"	"0"	"R-HSA-1430728"	"Metabolism"	"Enzyme"	"0.6"	"Neoplastic Process (T191)"	"disease"	"V9HVZ4,P04406"	"C0152013"	"ENSG00000111640"	"2597"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"KPNA2"	"0.83"	"0.53"	"karyopherin subunit alpha 2"	"0.013461"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"2"	"280"	"1"	"3"	"238"	"0"	"R-HSA-112316,R-HSA-162582,R-HSA-1643685,R-HSA-168256,R-HSA-73894"	"Neuronal System,Signal Transduction,Disease,Immune System,DNA Repair"	"Transporter"	"0.6"	"Neoplastic Process (T191)"	"disease"	"P52292"	"C0152013"	"ENSG00000182481"	"3838"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"RPSA"	"0.71"	"0.54"	"ribosomal protein SA"	"0.99994"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"5"	"280"	"1"	"7"	"238"	"0"	"R-HSA-1266738,R-HSA-1430728,R-HSA-1643685,R-HSA-392499,R-HSA-8953854,R-HSA-8953897"	"Developmental Biology,Metabolism,Disease,Metabolism of proteins,Metabolism of RNA,Cellular responses to stimuli"	"Nucleic acid binding"	"0.6"	"Neoplastic Process (T191)"	"disease"	"A0A0C4DG17,P08865"	"C0152013"	"ENSG00000168028"	"3921"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"GNPNAT1"	"0.38"	"0.7"	"glucosamine-phosphate N-acetyltransferase 1"	""	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"3"	"280"	"1"	"1"	"238"	"0"	"R-HSA-392499"	"Metabolism of proteins"	""	"0.6"	"Neoplastic Process (T191)"	"disease"	"Q96EK6"	"C0152013"	"ENSG00000100522"	"64841"	"protein-coding"	"0"	"0"	"0"
