"DOClass"	"Disease"	"DiseaseClass"	"EvidenceIndexGDA"	"EvidenceLevelGDA"	"FirstRef"	"Gene"	"GeneDPI"	"GeneDSI"	"GeneFullName"	"GenePLI"	"HPOClass"	"LastRef"	"NumDiseasesAssociatedToGene"	"NumGenesDisease"	"NumPMIDs"	"NumVariantsAssociatedToGene"	"NumVariantsDisease"	"NumVariantsGDA"	"PathwayIDs"	"PathwayNames"	"ProteinClass"	"ScoreGDA"	"SemanticType"	"Type"	"UnitProt"	"diseaseUMLSCUI"	"geneEnsemblIDs"	"geneNcbiID"	"geneNcbiType"	"numCTs"	"numChemsIncludedInEvidences"	"numPMIDSWithChemsIncludedInEvidences"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"0.8"	""	""	"GSTT1"	"0.92"	"0.4"	"glutathione S-transferase theta 1"	""	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	""	"145"	"76"	"0"	"0"	"660"	"0"	"R-HSA-1430728,R-HSA-9748784"	"Metabolism,Drug ADME"	""	"0.65"	"Disease or Syndrome (T047)"	"disease"	"P30711,Q4GZS9,A0A0G2JRN4,A0A0G2JRQ5,Q4W251"	"C0009324"	""	"2952"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	""	"PTGER4"	"0.88"	"0.48"	"prostaglandin E receptor 4"	"0.92053"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	""	"11"	"76"	"0"	"5"	"660"	"0"	"R-HSA-162582"	"Signal Transduction"	"G-protein coupled receptor"	"0.65"	"Disease or Syndrome (T047)"	"disease"	"P35408,A0PJF5"	"C0009324"	"ENSG00000171522"	"5734"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	""	"SELL"	"0.92"	"0.43"	"selectin L"	"1.5114E-10"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	""	"5"	"76"	"0"	"2"	"660"	"0"	""	""	""	"0.65"	"Disease or Syndrome (T047)"	"disease"	"P14151"	"C0009324"	"ENSG00000188404"	"6402"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	"2008"	"ARPC2"	"0.42"	"0.69"	"actin related protein 2/3 complex subunit 2"	"0.99983"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2008"	"2"	"76"	"1"	"5"	"660"	"0"	"R-HSA-1266738,R-HSA-162582,R-HSA-1643685,R-HSA-168256,R-HSA-5653656"	"Developmental Biology,Signal Transduction,Disease,Immune System,Vesicle-mediated transport"	""	"0.6"	"Disease or Syndrome (T047)"	"disease"	"O15144,Q53R19"	"C0009324"	"ENSG00000163466"	"10109"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"0.75"	""	"2004"	"VCAM1"	"0.88"	"0.38"	"vascular cell adhesion molecule 1"	"4.069E-9"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2004"	"21"	"76"	"1"	"0"	"660"	"0"	"R-HSA-1474244,R-HSA-168256"	"Extracellular matrix organization,Immune System"	""	"0.6"	"Disease or Syndrome (T047)"	"disease"	"P19320"	"C0009324"	"ENSG00000162692"	"7412"	"protein-coding"	"0"	"2"	"1"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	"2010"	"RIPK2"	"0.83"	"0.57"	"receptor interacting serine/threonine kinase 2"	"0.95375"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2010"	"2"	"76"	"1"	"3"	"660"	"0"	"R-HSA-162582,R-HSA-1643685,R-HSA-168256,R-HSA-392499"	"Signal Transduction,Disease,Immune System,Metabolism of proteins"	"Kinase"	"0.6"	"Disease or Syndrome (T047)"	"disease"	"O43353,A0A0S2Z4Z8"	"C0009324"	"ENSG00000104312"	"8767"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	"2010"	"IL18RAP"	"0.79"	"0.6"	"interleukin 18 receptor accessory protein"	"3.5646E-8"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2010"	"4"	"76"	"1"	"11"	"660"	"0"	"R-HSA-168256"	"Immune System"	"Receptor"	"0.6"	"Disease or Syndrome (T047)"	"disease"	"O95256"	"C0009324"	"ENSG00000115607"	"8807"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"0.8333333333333334"	""	"2005"	"CCR6"	"0.88"	"0.46"	"C-C motif chemokine receptor 6"	"0.19951"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2005"	"9"	"76"	"1"	"9"	"660"	"0"	"R-HSA-162582,R-HSA-168256"	"Signal Transduction,Immune System"	"G-protein coupled receptor"	"0.6"	"Disease or Syndrome (T047)"	"disease"	"P51684"	"C0009324"	"ENSG00000112486"	"1235"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	"2008"	"HERC2"	"0.71"	"0.53"	"HECT and RLD domain containing E3 ubiquitin protein ligase 2"	"1.0"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2008"	"26"	"76"	"1"	"135"	"660"	"0"	"R-HSA-1640170,R-HSA-168256,R-HSA-392499,R-HSA-73894"	"Cell Cycle,Immune System,Metabolism of proteins,DNA Repair"	""	"0.6"	"Disease or Syndrome (T047)"	"disease"	"O95714,A8KAQ8"	"C0009324"	"ENSG00000128731"	"8924"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"0.8888888888888888"	""	"2008"	"ECM1"	"0.83"	"0.54"	"extracellular matrix protein 1"	"3.6943E-17"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2008"	"7"	"76"	"1"	"20"	"660"	"0"	"R-HSA-109582"	"Hemostasis"	""	"0.6"	"Disease or Syndrome (T047)"	"disease"	"Q16610,A0A140VJI7"	"C0009324"	"ENSG00000143369"	"1893"	"protein-coding"	"0"	"4"	"3"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	""	"HLA-DQB1"	"0.88"	"0.39"	"major histocompatibility complex, class II, DQ beta 1"	""	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	""	"135"	"76"	"0"	"67"	"660"	"0"	"R-HSA-168256"	"Immune System"	"Immune response"	"0.6"	"Disease or Syndrome (T047)"	"disease"	"P01920,Q5Y7A9,Q5SU54,Q5Y7D6,Q5Y7D3"	"C0009324"	"ENSG00000179344"	"3119"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	"2011"	"GNA12"	"0.71"	"0.59"	"G protein subunit alpha 12"	"0.9255"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2011"	"5"	"76"	"1"	"42"	"660"	"3"	"R-HSA-109582,R-HSA-162582"	"Hemostasis,Signal Transduction"	"Enzyme modulator"	"0.55"	"Disease or Syndrome (T047)"	"disease"	"Q03113,Q6ZQV4,E9PC54"	"C0009324"	"ENSG00000146535"	"2768"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	"2024"	"IRF4"	"0.83"	"0.44"	"interferon regulatory factor 4"	"0.99993"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2024"	"18"	"76"	"1"	"14"	"660"	"0"	"R-HSA-1266738,R-HSA-1643685,R-HSA-168256"	"Developmental Biology,Disease,Immune System"	"Transcription factor"	"0.55"	"Disease or Syndrome (T047)"	"disease"	"Q15306"	"C0009324"	"ENSG00000137265"	"3662"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	"2011"	"PRDM1"	"0.79"	"0.51"	"PR/SET domain 1"	"1.0"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2011"	"10"	"76"	"1"	"7"	"660"	"4"	"R-HSA-1474165,R-HSA-162582,R-HSA-74160"	"Reproduction,Signal Transduction,Gene expression (Transcription)"	""	"0.55"	"Disease or Syndrome (T047)"	"disease"	"B4DW27,O75626,A0A3B3IU23,Q5T4E8"	"C0009324"	"ENSG00000057657"	"639"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	"2009"	"CDH3"	"0.75"	"0.48"	"cadherin 3"	"5.5142E-12"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2009"	"11"	"76"	"1"	"122"	"660"	"0"	"R-HSA-1500931"	"Cell-Cell communication"	""	"0.55"	"Disease or Syndrome (T047)"	"disease"	"B4DLF0,P22223"	"C0009324"	"ENSG00000062038"	"1001"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	""	"MTRR"	"0.88"	"0.47"	"5-methyltetrahydrofolate-homocysteine methyltransferase reductase"	"1.0052E-15"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	""	"36"	"76"	"0"	"144"	"660"	"0"	"R-HSA-1430728,R-HSA-1643685"	"Metabolism,Disease"	""	"0.55"	"Disease or Syndrome (T047)"	"disease"	"Q9UBK8"	"C0009324"	"ENSG00000124275"	"4552"	"protein-coding"	"0"	"2"	"1"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	""	"CYP24A1"	"0.83"	"0.46"	"cytochrome P450 family 24 subfamily A member 1"	"1.1932E-17"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	""	"33"	"76"	"0"	"93"	"660"	"0"	"R-HSA-1430728,R-HSA-1643685"	"Metabolism,Disease"	"Enzyme"	"0.55"	"Disease or Syndrome (T047)"	"disease"	"Q07973"	"C0009324"	"ENSG00000019186"	"1591"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	"2010"	"ICOSLG"	"0.75"	"0.55"	"inducible T cell costimulator ligand"	""	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2010"	"5"	"76"	"1"	"5"	"660"	"0"	"R-HSA-168256"	"Immune System"	"Enzyme modulator"	"0.5"	"Disease or Syndrome (T047)"	"disease"	"B7Z1W8,A0A2R8Y5W7,A0N0L8,O75144"	"C0009324"	"ENSG00000160223"	"23308"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	"2011"	"IL1R2"	"0.83"	"0.57"	"interleukin 1 receptor type 2"	"3.0873E-12"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2011"	"19"	"76"	"1"	"0"	"660"	"0"	"R-HSA-168256"	"Immune System"	"Receptor"	"0.5"	"Disease or Syndrome (T047)"	"disease"	"P27930"	"C0009324"	"ENSG00000115590"	"7850"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	"2011"	"CXCR1"	"0.83"	"0.49"	"C-X-C motif chemokine receptor 1"	"0.3954"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2011"	"7"	"76"	"1"	"5"	"660"	"0"	"R-HSA-162582,R-HSA-168256"	"Signal Transduction,Immune System"	"G-protein coupled receptor"	"0.5"	"Disease or Syndrome (T047)"	"disease"	"P25024"	"C0009324"	"ENSG00000163464"	"3577"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	"2024"	"BCL6"	"0.83"	"0.44"	"BCL6 transcription repressor"	"1.0"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2024"	"11"	"76"	"1"	"6"	"660"	"0"	"R-HSA-168256,R-HSA-74160"	"Immune System,Gene expression (Transcription)"	""	"0.5"	"Disease or Syndrome (T047)"	"disease"	"P41182,B5B0A5"	"C0009324"	"ENSG00000113916"	"604"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	"2011"	"LSP1"	"0.63"	"0.61"	"lymphocyte specific protein 1"	"1.4609E-8"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2011"	"7"	"76"	"1"	"29"	"660"	"2"	""	""	""	"0.45"	"Disease or Syndrome (T047)"	"disease"	"P33241,A8K7L8"	"C0009324"	"ENSG00000130592"	"4046"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	"2010"	"KIF21B"	"0.63"	"0.64"	"kinesin family member 21B"	"2.16E-4"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2010"	"8"	"76"	"1"	"8"	"660"	"0"	"R-HSA-109582,R-HSA-5653656"	"Hemostasis,Vesicle-mediated transport"	"Cellular structure"	"0.45"	"Disease or Syndrome (T047)"	"disease"	"Q2UVF0,O75037"	"C0009324"	"ENSG00000116852"	"23046"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	"2003"	"MASP2"	"0.75"	"0.55"	"MBL associated serine protease 2"	"3.8935E-13"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2003"	"10"	"76"	"1"	"62"	"660"	"0"	""	""	"Enzyme"	"0.45"	"Disease or Syndrome (T047)"	"disease"	"A0A8V8TQY3,O00187"	"C0009324"	"ENSG00000009724"	"10747"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	"2019"	"GPR65"	"0.63"	"0.62"	"G protein-coupled receptor 65"	"0.0035326"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2019"	"2"	"76"	"1"	"3"	"660"	"1"	"R-HSA-162582"	"Signal Transduction"	"G-protein coupled receptor"	"0.45"	"Disease or Syndrome (T047)"	"disease"	"Q8IYL9,B5B0C2"	"C0009324"	"ENSG00000140030"	"8477"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	"2011"	"DAP"	"0.79"	"0.53"	"death associated protein"	"0.0062052"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2011"	"2"	"76"	"1"	"8"	"660"	"4"	""	""	"Enzyme modulator"	"0.45"	"Disease or Syndrome (T047)"	"disease"	"P51397,B4DQ75"	"C0009324"	"ENSG00000112977"	"1611"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	"2022"	"DPEP1"	"0.88"	"0.49"	"dipeptidase 1"	"3.3864E-20"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2022"	"6"	"76"	"1"	"17"	"660"	"0"	"R-HSA-1430728,R-HSA-1643685"	"Metabolism,Disease"	""	"0.4"	"Disease or Syndrome (T047)"	"disease"	"P16444,A0A140VJI3"	"C0009324"	"ENSG00000015413"	"1800"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	"2010"	"IKZF1"	"0.88"	"0.47"	"IKAROS family zinc finger 1"	"1.0"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2010"	"23"	"76"	"1"	"48"	"660"	"0"	""	""	"Transcription factor"	"0.4"	"Disease or Syndrome (T047)"	"disease"	"C9JTB0,A0A2R8Y4D3,Q13422,A0A8V8TNQ0,R9R4D9,A0A2R8YFR0"	"C0009324"	"ENSG00000185811"	"10320"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Ulcerative Colitis"	"Digestive System Diseases"	"1.0"	""	"2010"	"PSMG1"	"0.88"	"0.55"	"proteasome assembly chaperone 1"	"1.2141E-4"	"Abnormality of the immune system (02715),Abnormality of the digestive system (25031)"	"2010"	"2"	"76"	"1"	"2"	"660"	"0"	"R-HSA-392499"	"Metabolism of proteins"	""	"0.4"	"Disease or Syndrome (T047)"	"disease"	"O95456"	"C0009324"	"ENSG00000183527"	"8624"	"protein-coding"	"0"	"0"	"0"
